"","id","n_accidents","All.usual.residents","Males","Females","children","adults","A Road","B Road","Motorway","Not Classified","Unclassified","Total_km","LSOA11CD"
"837","W01000837",219,1624,797,827,355,1269,3.922,0,0.838,3.329,7.437,15.526,"W01000837"
"838","W01000838",46,1244,589,655,286,958,1.289,0,0,1.101,5.709,8.099,"W01000838"
"839","W01000839",56,1011,497,514,192,819,2.987,0.868,0,4.062,4.631,12.548,"W01000839"
"840","W01000840",10,1677,829,848,308,1369,0,0,0,3.205,7.252,10.457,"W01000840"
"841","W01000841",9,1479,732,747,285,1194,0,0,0,0.165,3.354,3.519,"W01000841"
"842","W01000842",47,1424,686,738,261,1163,0,2.993,0,1.837,6.885,11.715,"W01000842"
"843","W01000843",4,1379,673,706,308,1071,0,0,0,0.36,2.88,3.24,"W01000843"
"844","W01000844",5,1241,619,622,305,936,0,0,0,1.42,3.935,5.355,"W01000844"
"845","W01000845",42,2048,972,1076,477,1571,1.672,0.727,0,1.867,5.735,10.001,"W01000845"
"846","W01000846",35,1730,847,883,387,1343,1.22,0,0,0.668,5.181,7.069,"W01000846"
"847","W01000847",25,1306,665,641,260,1046,0.05,0,0,4.403,5.967,10.42,"W01000847"
"848","W01000848",7,1197,568,629,301,896,0,0,0,0.097,2.569,2.666,"W01000848"
"849","W01000849",50,1872,911,961,471,1401,1.629,0,0,3.766,7.213,12.608,"W01000849"
"850","W01000850",188,2260,1217,1043,338,1922,1.313,0,0,6.32,4.406,12.039,"W01000850"
"851","W01000851",74,1544,752,792,314,1230,0.882,0.055,0,0.227,3.085,4.249,"W01000851"
"852","W01000852",24,1511,737,774,332,1179,0,0,0,1.105,2.883,3.988,"W01000852"
"853","W01000853",40,1470,737,733,303,1167,0.229,0,0,2.196,2.928,5.353,"W01000853"
"854","W01000854",10,1418,705,713,296,1122,0,0,0,1.745,4.765,6.51,"W01000854"
"855","W01000855",7,1517,733,784,258,1259,0.241,0,0,0.294,3.106,3.641,"W01000855"
"856","W01000856",24,1765,864,901,306,1459,0.077,0,0,0.404,3.583,4.064,"W01000856"
"857","W01000857",62,1785,836,949,293,1492,0.202,0,0,0.655,2.255,3.112,"W01000857"
"858","W01000858",72,1629,808,821,273,1356,0.605,0,0,0.857,3.171,4.633,"W01000858"
"859","W01000859",20,1415,667,748,175,1240,0,0.035,0,0.036,4.136,4.207,"W01000859"
"860","W01000860",110,1489,718,771,230,1259,0.976,1.634,0,2.734,5.138,10.482,"W01000860"
"861","W01000861",104,1813,867,946,125,1688,2.237,0.102,0,4.462,1.484,8.285,"W01000861"
"862","W01000862",48,1599,748,851,518,1081,0,0,0,0.176,2.099,2.275,"W01000862"
"863","W01000863",27,1586,773,813,443,1143,0,0,0,0.106,1.137,1.243,"W01000863"
"864","W01000864",68,1651,794,857,511,1140,0,0,0,0.12,3.43,3.55,"W01000864"
"865","W01000865",25,1352,623,729,312,1040,0,0,0,0.129,1.71,1.839,"W01000865"
"866","W01000866",12,1209,558,651,324,885,0,0,0,0.622,2.521,3.143,"W01000866"
"867","W01000867",24,1299,589,710,329,970,0,0,0,0.044,3.051,3.095,"W01000867"
"868","W01000868",34,1348,652,696,198,1150,0.183,0,0,0.512,3.76,4.455,"W01000868"
"869","W01000869",43,1590,840,750,186,1404,0.062,0,0,0.928,3.983,4.973,"W01000869"
"870","W01000870",27,1611,834,777,202,1409,0.187,0,0,1.056,1.859,3.102,"W01000870"
"871","W01000871",63,1765,991,774,145,1620,0.183,0,0,0.449,2.727,3.359,"W01000871"
"872","W01000872",23,1384,668,716,265,1119,0.278,0,0,0.221,3.423,3.922,"W01000872"
"873","W01000873",53,1809,985,824,95,1714,0.746,0,0,0.829,1.948,3.523,"W01000873"
"874","W01000874",56,2085,1094,991,194,1891,0.26,0,0,1.962,2.48,4.702,"W01000874"
"875","W01000875",66,2023,1131,892,117,1906,0.195,0.123,0,0.702,2.129,3.149,"W01000875"
"876","W01000876",4,2050,1106,944,156,1894,0,0,0,0.725,2.753,3.478,"W01000876"
"877","W01000877",46,1548,771,777,311,1237,0.469,0,0,0.916,3.085,4.47,"W01000877"
"878","W01000878",12,1223,587,636,249,974,0.587,0.419,0,0.44,2.436,3.882,"W01000878"
"879","W01000879",6,1758,839,919,326,1432,0,0,0,0.195,5.216,5.411,"W01000879"
"880","W01000880",35,1579,764,815,224,1355,0.829,0,0,0.854,4.213,5.896,"W01000880"
"881","W01000881",24,1382,661,721,223,1159,0.349,0,0,0.922,4.084,5.355,"W01000881"
"882","W01000882",11,1729,795,934,362,1367,0,0.002,0,0.332,4.741,5.075,"W01000882"
"883","W01000883",45,1404,706,698,202,1202,0.444,0,0,0.717,7.893,9.054,"W01000883"
"884","W01000884",70,1244,639,605,282,962,0.292,0.167,0.018,1.875,2.94,5.292,"W01000884"
"885","W01000885",96,1325,629,696,271,1054,0.074,0,0,3.142,4.885,8.101,"W01000885"
"886","W01000886",102,1479,754,725,308,1171,0.54,0,0,2.768,4.115,7.423,"W01000886"
"887","W01000887",86,2400,1182,1218,585,1815,3.963,1.584,0,4.474,8.584,18.605,"W01000887"
"888","W01000888",72,2327,1151,1176,496,1831,0.791,0,0,4.532,12.169,17.492,"W01000888"
"889","W01000889",109,1789,874,915,305,1484,2.656,0,2.453,1.17,5.24,11.519,"W01000889"
"890","W01000890",3,1656,806,850,313,1343,0,0,0,0.217,4.948,5.165,"W01000890"
"891","W01000891",37,1515,724,791,309,1206,0.102,0,0,0.771,3.99,4.863,"W01000891"
"892","W01000892",96,1859,901,958,314,1545,0.998,0,0,22.41,8.845,32.253,"W01000892"
"893","W01000893",24,1989,978,1011,411,1578,0.283,0.177,0,7.506,7.74,15.706,"W01000893"
"894","W01000894",36,1370,653,717,244,1126,0.656,0,0,2.422,4.884,7.962,"W01000894"
"895","W01000895",117,1539,772,767,286,1253,1.233,0,0,2.429,4.081,7.743,"W01000895"
"896","W01000896",2,1686,781,905,452,1234,0,0,0,1.652,3.4,5.052,"W01000896"
"897","W01000897",57,1316,643,673,262,1054,0,0,0,2.717,8.087,10.804,"W01000897"
"898","W01000898",51,1470,738,732,312,1158,0.766,5.351,0,11.723,8.555,26.395,"W01000898"
"899","W01000899",26,1679,811,868,364,1315,0,0.774,0,0.926,5.229,6.929,"W01000899"
"900","W01000900",58,1709,835,874,332,1377,0.278,1.334,0,1.145,5.489,8.246,"W01000900"
"901","W01000901",11,1680,802,878,347,1333,0,0.103,0,1.482,5.335,6.92,"W01000901"
"902","W01000902",13,1060,503,557,172,888,1.28,0,0,1.617,5.575,8.472,"W01000902"
"903","W01000903",9,1116,528,588,172,944,0.642,0,0,0.247,3.015,3.904,"W01000903"
"904","W01000904",4,1529,753,776,347,1182,0,0,0,0.3,4.827,5.127,"W01000904"
"905","W01000905",7,1563,754,809,384,1179,0.181,0,0,0.472,3.074,3.727,"W01000905"
"906","W01000906",128,1047,503,544,136,911,1.155,0,0,1.747,3.97,6.872,"W01000906"
"907","W01000907",15,1752,840,912,421,1331,0.097,0,0,0.754,3.832,4.683,"W01000907"
"908","W01000908",25,1684,835,849,307,1377,1.937,0,0,2.501,6.415,10.853,"W01000908"
"909","W01000909",20,1216,556,660,206,1010,0,0.545,0,0.526,2.337,3.408,"W01000909"
"910","W01000910",11,1470,712,758,241,1229,0,0.745,0,0.129,3.545,4.419,"W01000910"
"911","W01000911",5,1254,623,631,245,1009,0,0.162,0,0.204,1.955,2.321,"W01000911"
"912","W01000912",44,1229,566,663,211,1018,0.198,0.346,0,1.027,2.414,3.985,"W01000912"
"913","W01000913",32,1162,562,600,210,952,0.275,0.06,0,0.63,1.837,2.802,"W01000913"
"914","W01000914",54,1599,759,840,361,1238,0,0.543,0,0.266,4.008,4.817,"W01000914"
"915","W01000915",6,1205,589,616,256,949,0,0,0,0.676,3.277,3.953,"W01000915"
"916","W01000916",46,1206,620,586,254,952,1.218,0,0,1.148,3.062,5.428,"W01000916"
"917","W01000917",446,2652,1308,1344,547,2105,5.236,4.056,6.413,20.93,22.983,59.618,"W01000917"
"918","W01000918",54,1910,925,985,362,1548,5.299,0,0,7.906,11.742,24.947,"W01000918"
"919","W01000919",18,1172,579,593,236,936,0.967,0,0,7.473,9.381,17.821,"W01000919"
"920","W01000920",63,1256,644,612,270,986,4.295,0,0,12.208,7.091,23.594,"W01000920"
"921","W01000921",36,1569,763,806,365,1204,1.134,0,0,1.021,5.313,7.468,"W01000921"
"922","W01000922",218,1690,826,864,366,1324,2.712,0.35,0,1.928,5.109,10.099,"W01000922"
"923","W01000923",45,1472,734,738,240,1232,0.403,0,0,1.973,6.081,8.457,"W01000923"
"924","W01000924",11,1096,548,548,217,879,0,0,0,12.982,6.626,19.608,"W01000924"
"925","W01000925",43,1571,773,798,356,1215,0,4.775,0,16.048,5.188,26.011,"W01000925"
"926","W01000926",60,1859,921,938,303,1556,4.421,2.517,0,6.617,7.118,20.673,"W01000926"
"927","W01000927",56,1644,785,859,352,1292,2.917,0.093,0,1.832,7.601,12.443,"W01000927"
"928","W01000928",45,1603,784,819,305,1298,1.467,0,0,0.296,7.915,9.678,"W01000928"
"929","W01000929",20,1307,671,636,300,1007,1.762,0,0,1.914,4.09,7.766,"W01000929"
"930","W01000930",19,1362,671,691,297,1065,5.522,0,0,12.505,6.539,24.566,"W01000930"
"931","W01000931",14,1330,663,667,291,1039,1.069,0,0,3.138,5.778,9.985,"W01000931"
"932","W01000932",37,1043,526,517,164,879,3.979,0,0,32.536,7.403,43.918,"W01000932"
"933","W01000933",211,1974,953,1021,511,1463,6.671,2.773,3.482,43.877,21.541,78.344,"W01000933"
"934","W01000934",29,1263,627,636,227,1036,0,0,0,0.247,2.096,2.343,"W01000934"
"935","W01000935",90,1580,810,770,220,1360,0.372,0.395,0,1.053,2.178,3.998,"W01000935"
"936","W01000936",9,1518,743,775,374,1144,0,0,0,1.698,2.804,4.502,"W01000936"
"937","W01000937",81,2040,1033,1007,409,1631,1.228,0,0,2.419,5.89,9.537,"W01000937"
"938","W01000938",15,1396,660,736,199,1197,0,0.367,0,1.248,2.999,4.614,"W01000938"
"939","W01000939",112,1262,642,620,171,1091,0,1.633,0,1.233,5.264,8.13,"W01000939"
"940","W01000940",4,1284,608,676,277,1007,0,0.506,0,1.409,2.943,4.858,"W01000940"
"941","W01000941",11,1541,756,785,381,1160,0,0,0,1.626,3.718,5.344,"W01000941"
"942","W01000942",19,1887,925,962,472,1415,0,0.215,0,0,3.445,3.66,"W01000942"
"943","W01000943",15,1547,772,775,339,1208,0,0.831,0,0.375,3.288,4.494,"W01000943"
"944","W01000944",27,1194,601,593,229,965,6.629,0,0,12.556,5.989,25.174,"W01000944"
"945","W01000945",16,1152,577,575,226,926,0,2.607,0,4.127,12.185,18.919,"W01000945"
"946","W01000946",66,1604,778,826,335,1269,4.239,1.942,0,8.27,27.012,41.463,"W01000946"
"947","W01000947",22,2033,984,1049,494,1539,0.985,0,0,0.142,4.846,5.973,"W01000947"
"948","W01000948",84,1784,911,873,309,1475,0.997,0.942,0,1.512,6.723,10.174,"W01000948"
"949","W01000949",41,1337,670,667,226,1111,1.686,0.203,0,2.183,4.494,8.566,"W01000949"
"950","W01000950",56,1550,772,778,308,1242,0,0.096,0,2.754,3.356,6.206,"W01000950"
"951","W01000951",91,1583,804,779,318,1265,0.596,0,0.106,1.978,5.74,8.42,"W01000951"
"952","W01000952",44,1171,555,616,240,931,0.715,0,0.293,1.415,2.068,4.491,"W01000952"
"953","W01000953",35,1720,855,865,347,1373,0,4.763,0,21.185,3.436,29.384,"W01000953"
"954","W01000954",26,1415,697,718,256,1159,0.387,1.494,0,9.671,4.699,16.251,"W01000954"
"955","W01000955",27,1262,619,643,255,1007,1.468,0,0,6.162,7.739,15.369,"W01000955"
"956","W01000956",14,1180,574,606,179,1001,1.083,0,0,0.174,3.433,4.69,"W01000956"
"957","W01000957",32,1676,777,899,245,1431,0,0,0,0.418,6.519,6.937,"W01000957"
"958","W01000958",25,1679,777,902,398,1281,0,0,0,0.107,3.667,3.774,"W01000958"
"959","W01000959",20,1818,913,905,377,1441,0,0,0,1.066,4.038,5.104,"W01000959"
"960","W01000960",45,1722,839,883,342,1380,0.375,0,0,1.43,3.129,4.934,"W01000960"
"961","W01000961",34,1611,781,830,313,1298,0.024,0,0,0.258,3.823,4.105,"W01000961"
"962","W01000962",13,1577,757,820,414,1163,0.106,0,0,0.047,3.278,3.431,"W01000962"
"963","W01000963",19,1792,821,971,420,1372,0,0,0,0.582,5.433,6.015,"W01000963"
"964","W01000964",14,1745,832,913,364,1381,0,0,0,0.152,5.119,5.271,"W01000964"
"965","W01000965",30,2123,1052,1071,448,1675,3.267,0,0,5.476,6.107,14.85,"W01000965"
"966","W01000966",45,1432,738,694,238,1194,0,0,0,3.391,5.626,9.017,"W01000966"
"967","W01000967",57,1470,713,757,298,1172,1.158,0,0,1.624,3.77,6.552,"W01000967"
"968","W01000968",13,1897,925,972,388,1509,0.498,0,0,0.619,4.316,5.433,"W01000968"
"969","W01000969",10,1260,620,640,232,1028,0,1.522,0,2.565,5.972,10.059,"W01000969"
"970","W01000970",28,1239,592,647,229,1010,0,1.031,0,0.967,2.769,4.767,"W01000970"
"971","W01000971",24,1411,683,728,295,1116,0,1.343,0,1.695,5.422,8.46,"W01000971"
"972","W01000972",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","W01000973",15,1480,731,749,292,1188,0.113,0.994,0,0.198,3.876,5.181,"W01000973"
"974","W01000974",141,2039,1022,1017,379,1660,3.572,1.207,0,8.084,13.178,26.041,"W01000974"
"975","W01000975",42,2253,1096,1157,594,1659,0,0,0,2.724,10.473,13.197,"W01000975"
"976","W01000976",24,1105,526,579,251,854,2.938,0.931,0,10.297,5.784,19.95,"W01000976"
"977","W01000977",74,1388,694,694,297,1091,3.619,0,0,2.664,5.364,11.647,"W01000977"
"978","W01000978",16,1789,888,901,403,1386,0.791,0,0,2.706,4.829,8.326,"W01000978"
"979","W01000979",24,1702,829,873,440,1262,0,0,0,0,2.66,2.66,"W01000979"
"980","W01000980",10,1383,699,684,293,1090,0,0,0,0.044,2.681,2.725,"W01000980"
"981","W01000981",12,1186,537,649,359,827,0,0,0,0.116,2.87,2.986,"W01000981"
"982","W01000982",32,1500,731,769,251,1249,0,0.491,0,0.272,4.727,5.49,"W01000982"
"983","W01000983",21,1539,776,763,367,1172,0,0.295,0,0,4.844,5.139,"W01000983"
"984","W01000984",6,2157,1076,1081,492,1665,0,0.022,0,0.034,4.216,4.272,"W01000984"
"985","W01000985",19,1399,684,715,344,1055,0,0,0,0,4.495,4.495,"W01000985"
"986","W01000986",78,1319,639,680,291,1028,3.003,2.508,0,3.096,9.818,18.425,"W01000986"
"987","W01000987",134,2252,1102,1150,533,1719,0.706,0,0.449,1.104,5.996,8.255,"W01000987"
"988","W01000988",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","W01000989",177,1413,681,732,257,1156,8.846,0,0,8.279,23.897,41.022,"W01000989"
"990","W01000990",13,1519,735,784,330,1189,0.295,0,0,0.136,3.608,4.039,"W01000990"
"991","W01000991",26,1131,556,575,274,857,0.539,0,0,0.162,3.441,4.142,"W01000991"
"992","W01000992",10,1505,736,769,349,1156,0.215,0,0,3.293,3.188,6.696,"W01000992"
"993","W01000993",13,1525,764,761,378,1147,0,0,0,2.341,3.326,5.667,"W01000993"
"994","W01000994",22,1398,698,700,344,1054,0.732,0,0,2.864,2.999,6.595,"W01000994"
"995","W01000995",39,1436,685,751,274,1162,0.67,0,0,1.488,4.946,7.104,"W01000995"
"996","W01000996",56,1481,713,768,260,1221,0,2.77,0,2.31,8.172,13.252,"W01000996"
"997","W01000997",15,1537,743,794,250,1287,0,0,0,0,4.526,4.526,"W01000997"
"998","W01000998",58,2593,1963,630,280,2313,0,0,0,3.916,20.811,24.727,"W01000998"
"999","W01000999",34,1385,653,732,281,1104,0,0.524,0,0.314,4.228,5.066,"W01000999"
"1000","W01001000",181,1776,854,922,354,1422,4.669,0.673,2.765,4.541,11.125,23.773,"W01001000"
"1001","W01001001",19,1449,696,753,311,1138,0.201,0,0.192,0.499,5.469,6.361,"W01001001"
"1002","W01001002",16,2449,1209,1240,649,1800,0,0.301,0,0.413,6.22,6.934,"W01001002"
"1003","W01001003",111,1365,635,730,178,1187,5.821,0.373,0,6.831,27.32,40.345,"W01001003"
"1004","W01001004",65,1086,552,534,200,886,1.119,0,0,0.612,3.497,5.228,"W01001004"
"1005","W01001005",116,1688,834,854,316,1372,2.186,0,0.852,0.76,7.152,10.95,"W01001005"
"1006","W01001006",2,2377,1179,1198,478,1899,0,0,0,0.301,6.92,7.221,"W01001006"
"1007","W01001007",46,1748,885,863,411,1337,0,0,0,0.651,6.398,7.049,"W01001007"
"1008","W01001008",72,2147,1056,1091,366,1781,1.634,0,0,0.534,8.158,10.326,"W01001008"
"1009","W01001009",83,1243,642,601,262,981,5.231,0,0,5.306,13.065,23.602,"W01001009"
"1010","W01001010",7,1219,577,642,295,924,0,0,0,0.101,2.494,2.595,"W01001010"
"1011","W01001011",14,1384,694,690,300,1084,0,0,0,0.22,2.962,3.182,"W01001011"
"1012","W01001012",64,1563,791,772,379,1184,1.66,0.267,0,6.744,13.09,21.761,"W01001012"
"1013","W01001013",39,1469,709,760,262,1207,0.709,0.001,0,1.37,3.325,5.405,"W01001013"
"1014","W01001014",62,1640,801,839,309,1331,0.771,0.602,0,1.568,3.203,6.144,"W01001014"
"1015","W01001015",10,1475,699,776,359,1116,0,0,0,4.843,5.995,10.838,"W01001015"
"1016","W01001016",19,1658,817,841,262,1396,0,1.083,0,1.087,4.672,6.842,"W01001016"
"1017","W01001017",36,1477,707,770,317,1160,0,0.757,0,2.656,4.345,7.758,"W01001017"
"1018","W01001018",29,1387,696,691,260,1127,0.126,0,0,0.514,2.532,3.172,"W01001018"
"1019","W01001019",13,1512,751,761,331,1181,0,0,0,5.215,8.254,13.469,"W01001019"
"1020","W01001020",22,1436,715,721,324,1112,0.967,0,0,0.502,3.132,4.601,"W01001020"
"1021","W01001021",109,1603,810,793,294,1309,0.218,0.485,0,1.226,6.2,8.129,"W01001021"
"1022","W01001022",13,1393,683,710,343,1050,0,0,0,0,3.024,3.024,"W01001022"
"1023","W01001023",34,1696,851,845,281,1415,0,0,0,0.776,4.937,5.713,"W01001023"
"1024","W01001024",29,1144,568,576,236,908,6.333,0,0,1.551,3.918,11.802,"W01001024"
"1025","W01001025",12,1200,568,632,239,961,0.86,0,0,2.977,2.48,6.317,"W01001025"
"1026","W01001026",23,1995,977,1018,424,1571,0,0,0,0.462,6.34,6.802,"W01001026"
"1027","W01001027",20,1571,733,838,274,1297,0.44,0,0,0.049,3.856,4.345,"W01001027"
"1028","W01001028",119,1855,904,951,308,1547,1.972,0,0,1.763,5.501,9.236,"W01001028"
"1029","W01001029",32,1799,872,927,263,1536,1.082,0,0,4.347,6.211,11.64,"W01001029"
"1030","W01001030",27,1809,860,949,332,1477,0.128,0,0,4.905,7.564,12.597,"W01001030"
"1031","W01001031",6,1524,695,829,232,1292,0,0,0,0.676,5.004,5.68,"W01001031"
"1032","W01001032",68,1769,831,938,319,1450,2.197,0,0,0.805,7.741,10.743,"W01001032"
"1033","W01001033",33,1738,837,901,405,1333,1.395,0,0,7.836,4.459,13.69,"W01001033"
"1034","W01001034",16,1379,679,700,252,1127,0.967,0,0,1.821,5.196,7.984,"W01001034"
"1035","W01001035",87,1622,835,787,320,1302,0.174,0.73,0,1.48,3.705,6.089,"W01001035"
"1036","W01001036",36,1584,759,825,279,1305,0,0.239,0,1.2,3.994,5.433,"W01001036"
"1037","W01001037",151,1593,764,829,270,1323,1.938,1.416,0,1.795,8.021,13.17,"W01001037"
"1038","W01001038",43,2221,1047,1174,486,1735,0.883,0,0,1.205,6.791,8.879,"W01001038"
"1039","W01001039",25,1664,841,823,350,1314,0,1.47,0,1.344,4.865,7.679,"W01001039"
"1040","W01001040",22,1491,759,732,315,1176,0.1,0.947,0,7.668,17.903,26.618,"W01001040"
"1041","W01001041",65,2447,1210,1237,479,1968,1.599,0,0,3.71,11.446,16.755,"W01001041"
"1042","W01001042",35,1338,676,662,321,1017,0.813,0,0,2.073,2.599,5.485,"W01001042"
"1043","W01001043",13,1161,567,594,237,924,0.727,0,0,2.005,1.878,4.61,"W01001043"
"1044","W01001044",50,1663,811,852,323,1340,1.007,0,0,0.238,5.341,6.586,"W01001044"
"1045","W01001045",23,1725,826,899,338,1387,0.094,0,0,3.164,5.843,9.101,"W01001045"
"1046","W01001046",38,1775,848,927,277,1498,0.088,0,0,1.913,5.879,7.88,"W01001046"
"1047","W01001047",17,1674,816,858,320,1354,0,0,0,0.621,5.3,5.921,"W01001047"
"1048","W01001048",18,1401,700,701,259,1142,0,0.32,0,0.914,4.569,5.803,"W01001048"
"1049","W01001049",26,1315,640,675,300,1015,0.198,0,0,0.083,3.387,3.668,"W01001049"
"1050","W01001050",52,1539,759,780,291,1248,0.212,0.821,0,1.337,5.969,8.339,"W01001050"
"1051","W01001051",23,1796,920,876,458,1338,0,0.006,0,1.369,4.104,5.479,"W01001051"
"1052","W01001052",12,1354,646,708,277,1077,0.206,0.011,0,0.7,4.056,4.973,"W01001052"
"1053","W01001053",4,1010,499,511,145,865,0,0,0,0,3.343,3.343,"W01001053"
"1054","W01001054",12,1257,572,685,186,1071,0,0,0,0.132,7.159,7.291,"W01001054"
"1055","W01001055",42,1225,609,616,281,944,0.091,0,0,0.277,2.904,3.272,"W01001055"
"1056","W01001056",140,1218,609,609,198,1020,1.369,0.129,1.383,1.217,6.105,10.203,"W01001056"
"1057","W01001057",42,1435,703,732,272,1163,1.713,0,0,0.719,5.221,7.653,"W01001057"
"1058","W01001058",50,1932,929,1003,431,1501,0.967,0,0,0.723,4.501,6.191,"W01001058"
"1059","W01001059",27,1320,659,661,222,1098,0.745,0,0,1.054,4.922,6.721,"W01001059"
"1060","W01001060",5,1436,668,768,229,1207,0,0,0,0.566,4.804,5.37,"W01001060"
"1061","W01001061",45,2144,1025,1119,492,1652,1.414,0,0,5.131,8.411,14.956,"W01001061"
"1062","W01001062",56,1381,669,712,319,1062,0.477,0,0,1.71,2.671,4.858,"W01001062"
"1063","W01001063",41,1742,863,879,428,1314,0.121,0,0,2.135,2.144,4.4,"W01001063"
"1064","W01001064",21,1445,658,787,320,1125,0.353,0,0,0.495,3.284,4.132,"W01001064"
"1065","W01001065",36,1595,767,828,432,1163,0.55,0.473,0,2.132,2.556,5.711,"W01001065"
"1066","W01001066",54,1575,751,824,389,1186,0.626,0,0,0.657,3.482,4.765,"W01001066"
"1067","W01001067",21,1380,633,747,279,1101,0,0,0,0.118,3.075,3.193,"W01001067"
"1068","W01001068",61,1767,833,934,461,1306,0.954,0,0,0.002,4.683,5.639,"W01001068"
"1069","W01001069",35,1459,733,726,339,1120,0,0,0,0.984,4.004,4.988,"W01001069"
"1070","W01001070",18,1143,600,543,280,863,0.113,0,0,0.383,2.02,2.516,"W01001070"
"1071","W01001071",88,1577,787,790,360,1217,1.102,0,0,2.644,4.317,8.063,"W01001071"
"1072","W01001072",33,2676,1358,1318,680,1996,0.733,0,0,1.146,5.671,7.55,"W01001072"
"1073","W01001073",46,2001,1001,1000,410,1591,0,0,0,4.139,11.559,15.698,"W01001073"
"1074","W01001074",66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","W01001075",1,1197,557,640,275,922,0,0,0,0.222,2.239,2.461,"W01001075"
"1076","W01001076",58,1461,696,765,348,1113,0.967,0,0,0.503,2.209,3.679,"W01001076"
"1077","W01001077",67,1432,664,768,264,1168,0.258,0.986,0,0.196,3.341,4.781,"W01001077"
"1078","W01001078",3,1263,605,658,286,977,0,0.149,0,0.001,2.384,2.534,"W01001078"
"1079","W01001079",28,1615,745,870,431,1184,0.084,0,0,1.974,2.193,4.251,"W01001079"
"1080","W01001080",52,1581,763,818,385,1196,0.24,0,0,0.797,3.82,4.857,"W01001080"
"1081","W01001081",22,1552,715,837,403,1149,0,0,0,1.031,3.731,4.762,"W01001081"
"1082","W01001082",32,1500,715,785,215,1285,1.314,0.167,0,0.445,4.317,6.243,"W01001082"
"1083","W01001083",25,1611,796,815,287,1324,0,1.152,0,5.117,21.826,28.095,"W01001083"
"1084","W01001084",53,1563,728,835,265,1298,5.028,0,0,4.657,13.322,23.007,"W01001084"
"1085","W01001085",63,1506,765,741,335,1171,3.545,0,0,9.982,35.358,48.885,"W01001085"
"1086","W01001086",58,1491,726,765,265,1226,0.752,0,0,2.081,13.471,16.304,"W01001086"
"1087","W01001087",49,1543,746,797,290,1253,0.456,0,0,0.65,2.731,3.837,"W01001087"
"1088","W01001088",8,1827,848,979,371,1456,0,0,0,0.342,4.763,5.105,"W01001088"
"1089","W01001089",66,1468,694,774,252,1216,2.502,0.412,0,2.372,5.416,10.702,"W01001089"
"1090","W01001090",71,1470,708,762,281,1189,0.148,1.884,0,4.815,10.001,16.848,"W01001090"
"1091","W01001091",31,1662,820,842,257,1405,0.64,0,0,0.661,5.862,7.163,"W01001091"
"1092","W01001092",37,1706,813,893,419,1287,0.694,0,0,2.625,4.04,7.359,"W01001092"
"1093","W01001093",42,1798,850,948,373,1425,0.362,0,0,1.972,4.092,6.426,"W01001093"
"1094","W01001094",8,1333,592,741,380,953,0,0,0,0,1.956,1.956,"W01001094"
"1095","W01001095",21,1509,696,813,445,1064,0,0,0,0,3.106,3.106,"W01001095"
"1096","W01001096",14,1374,667,707,250,1124,0,0,0,0.207,3.501,3.708,"W01001096"
"1097","W01001097",41,1679,801,878,511,1168,0.995,0,0,0.424,4.51,5.929,"W01001097"
"1098","W01001098",30,1071,501,570,165,906,0.526,0.295,0,0.277,1.393,2.491,"W01001098"
"1099","W01001099",10,1341,644,697,321,1020,0.007,0.06,0,0.15,2.206,2.423,"W01001099"
"1100","W01001100",11,1500,722,778,283,1217,0,0.58,0,0.086,3.427,4.093,"W01001100"
"1101","W01001101",28,1500,763,737,360,1140,0.344,0.063,0,1.599,1.528,3.534,"W01001101"
"1102","W01001102",26,1545,725,820,393,1152,0.312,0,0,1.679,2.11,4.101,"W01001102"
"1103","W01001103",31,1244,580,664,246,998,0.256,0,0,0.292,2.991,3.539,"W01001103"
"1104","W01001104",102,1977,968,1009,356,1621,1.039,0.999,0,2.665,6.18,10.883,"W01001104"
"1105","W01001105",169,2643,1313,1330,573,2070,3.549,9.125,0,16.227,64.048,92.949,"W01001105"
"1106","W01001106",8,1423,693,730,251,1172,0,0.024,0,0.06,4.473,4.557,"W01001106"
"1107","W01001107",33,1547,728,819,225,1322,0,0,0,0.66,7.417,8.077,"W01001107"
"1108","W01001108",36,1685,866,819,386,1299,0,0.53,0,8.36,17.451,26.341,"W01001108"
"1109","W01001109",7,1473,701,772,304,1169,0,0,0,1.714,3.332,5.046,"W01001109"
"1110","W01001110",54,1570,743,827,422,1148,0,5.34,0,6.02,31.165,42.525,"W01001110"
"1111","W01001111",4,1482,695,787,343,1139,0,0,0,0.434,2.206,2.64,"W01001111"
"1112","W01001112",14,1441,705,736,365,1076,0,0.762,0,0,3.208,3.97,"W01001112"
"1113","W01001113",281,2289,1147,1142,537,1752,2.946,0,3.703,27.82,58.106,92.575,"W01001113"
"1114","W01001114",42,1565,762,803,307,1258,0,0.604,0,0.095,6.27,6.969,"W01001114"
"1115","W01001115",13,2170,1023,1147,533,1637,0,0.515,0,0.126,5.551,6.192,"W01001115"
"1116","W01001116",22,2101,969,1132,379,1722,0,0,0,1.52,5.013,6.533,"W01001116"
"1117","W01001117",20,1416,699,717,269,1147,0,0,0,3.814,4.646,8.46,"W01001117"
"1118","W01001118",30,2380,1167,1213,570,1810,0.05,1.325,0,2.94,10.315,14.63,"W01001118"
